iter	Passed	Remaining
1607	337151	711205
1608	337355	710983
1609	337581	710807
1610	337792	710601
1611	338037	710465
1612	338227	710214
1613	338407	709942
1614	338599	709696
1615	338771	709406
1616	338960	709154
1617	339167	708939
1618	339346	708666
1619	339544	708431
1620	339735	708183
1621	339907	707896
1622	340101	707653
1623	340307	707436
1624	340519	707232
1625	340747	707062
1626	340926	706788
1627	341164	706637
1628	341384	706450
1629	341566	706182
1630	341732	705884
1631	341936	705662
1632	342113	705385
1633	342287	705104
1634	342475	704850
1635	342669	704609
1636	342839	704318
1637	343052	704117
1638	343226	703834
1639	343411	703574
1640	343580	703283
1641	343756	703006
1642	343942	702747
1643	344119	702471
1644	344320	702245
1645	344514	702005
1646	344705	701759
1647	344923	701567
1648	345122	701336
1649	345333	701132
1650	345555	700947
1651	345761	700732
1652	345955	700492
1653	346151	700255
1654	346342	700009
1655	346600	699899
1656	346763	699596
1657	346974	699390
1658	347170	699155
1659	347449	699085
1660	347743	699046
1661	347936	698803
1662	348114	698530
1663	348288	698250
1664	348454	697955
1665	348677	697773
1666	348877	697545
1667	349116	697396
1668	349326	697188
1669	349536	696980
1670	349707	696695
1671	349920	696491
1672	350111	696246
1673	350344	696084
1674	350572	695912
1675	350766	695672
1676	351016	695543
1677	351210	695305
1678	351442	695140
1679	351617	694863
1680	351780	694563
1681	351955	694284
1682	352160	694067
1683	352332	693785
1684	352511	693516
1685	352689	693245
1686	352863	692967
1687	353035	692686
1688	353200	692390
1689	353373	692110
1690	353550	691837
1691	353831	691768
1692	354029	691539
1693	354223	691300
1694	354431	691089
1695	354657	690913
1696	354864	690698
1697	355031	690409
1698	355246	690210
1699	355439	689970
1700	355626	689719
1701	355924	689682
1702	356090	689389
1703	356301	689184
1704	356488	688932
1705	356686	688701
1706	356868	688440
1707	357044	688167
1708	357239	687932
1709	357413	687655
1710	357608	687418
1711	357793	687163
1712	357981	686915
1713	358162	686652
1714	358371	686443
1715	358571	686216
1716	358770	685989
1717	358962	685748
1718	359147	685493
1719	359354	685281
1720	359540	685028
1721	359747	684815
1722	359955	684604
1723	360184	684434
1724	360404	684245
1725	360595	684004
1726	360823	683830
1727	361037	683631
1728	361259	683446
1729	361473	683248
1730	361672	683019
1731	361846	682745
1732	362013	682456
1733	362238	682278
1734	362500	682168
1735	362687	681919
1736	362866	681654
1737	363046	681391
1738	363234	681143
1739	363457	680961
1740	363734	680879
1741	363922	680631
1742	364104	680372
1743	364313	680162
1744	364531	679970
1745	364698	679683
1746	364882	679428
1747	365100	679237
1748	365292	678996
1749	365477	678744
1750	365665	678496
1751	365847	678236
1752	366029	677979
1753	366261	677812
1754	366466	677598
1755	366658	677357
1756	366917	677241
1757	367115	677013
1758	367356	676862
1759	367565	676655
1760	367753	676408
1761	367914	676109
1762	368086	675833
1763	368280	675598
1764	368458	675333
1765	368644	675083
1766	368877	674919
1767	369089	674714
1768	369320	674548
1769	369542	674363
1770	369730	674116
1771	369921	673875
1772	370132	673670
1773	370326	673434
1774	370514	673187
1775	370700	672937
1776	370884	672684
1777	371074	672441
1778	371263	672197
1779	371451	671951
1780	371629	671687
1781	371795	671401
1782	371977	671144
1783	372172	670912
1784	372373	670689
1785	372545	670415
1786	372736	670174
1787	372903	669891
1788	373089	669641
1789	373245	669340
1790	373439	669105
1791	373613	668834
1792	373801	668589
1793	374033	668423
1794	374245	668220
1795	374432	667973
1796	374641	667767
1797	374834	667530
1798	375050	667336
1799	375238	667090
1800	375416	666828
1801	375598	666573
1802	375788	666330
1803	376005	666138
1804	376194	665895
1805	376386	665658
1806	376586	665434
1807	376778	665197
1808	376968	664955
1809	377214	664814
1810	377407	664578
1811	377587	664320
1812	377815	664147
1813	377991	663881
1814	378168	663617
1815	378348	663360
1816	378529	663103
1817	378722	662869
1818	378909	662623
1819	379124	662427
1820	379336	662224
1821	379539	662006
1822	379716	661743
1823	379903	661499
1824	380059	661199
1825	380271	660997
1826	380466	660766
1827	380665	660542
1828	380840	660275
1829	381031	660037
1830	381223	659802
1831	381401	659541
1832	381570	659265
1833	381784	659067
1834	382004	658880
1835	382188	658629
1836	382355	658351
1837	382528	658082
1838	382722	657848
1839	382899	657588
1840	383093	657355
1841	383302	657149
1842	383519	656957
1843	383766	656814
1844	383950	656565
1845	384141	656327
1846	384341	656106
1847	384566	655927
1848	384812	655783
1849	384979	655506
1850	385165	655260
1851	385355	655020
1852	385544	654780
1853	385745	654559
1854	385949	654346
1855	386129	654090
1856	386358	653917
1857	386571	653718
1858	386737	653439
1859	386906	653165
1860	387078	652895
1861	387266	652654
1862	387495	652481
1863	387746	652345
1864	387925	652089
1865	388122	651862
1866	388302	651607
1867	388477	651344
1868	388677	651123
1869	388882	650909
1870	389063	650657
1871	389276	650457
1872	389480	650243
1873	389705	650063
1874	389891	649818
1875	390074	649569
1876	390289	649373
1877	390472	649124
1878	390670	648900
1879	390884	648702
1880	391085	648483
1881	391293	648274
1882	391525	648106
1883	391738	647906
1884	391938	647686
1885	392126	647444
1886	392312	647201
1887	392506	646970
1888	392698	646735
1889	392914	646542
1890	393118	646326
1891	393291	646062
1892	393468	645804
1893	393643	645542
1894	393828	645296
1895	394025	645071
1896	394212	644829
1897	394406	644598
1898	394604	644374
1899	394801	644150
1900	394987	643907
1901	395223	643744
1902	395429	643534
1903	395683	643401
1904	395860	643143
1905	396112	643006
1906	396372	642883
1907	396637	642768
1908	396838	642549
1909	397029	642314
1910	397241	642114
1911	397464	641929
1912	397652	641690
1913	397826	641426
1914	397996	641158
1915	398193	640934
1916	398431	640774
1917	398624	640543
1918	398817	640310
1919	399013	640084
1920	399256	639932
1921	399445	639695
1922	399630	639450
1923	399822	639217
1924	400033	639014
1925	400229	638787
1926	400418	638550
1927	400701	638462
1928	400871	638193
1929	401101	638020
1930	401295	637791
1931	401499	637577
1932	401709	637373
1933	401939	637200
1934	402139	636980
1935	402337	636758
1936	402542	636545
1937	402745	636329
1938	402938	636098
1939	403159	635911
1940	403400	635756
1941	403628	635579
1942	403848	635391
1943	404051	635175
1944	404278	634998
1945	404475	634772
1946	404707	634603
1947	404925	634410
1948	405098	634148
1949	405276	633893
1950	405497	633706
1951	405691	633477
1952	405883	633244
1953	406080	633019
1954	406271	632786
1955	406457	632544
1956	406645	632305
1957	406861	632111
1958	407044	631864
1959	407281	631701
1960	407506	631521
1961	407705	631298
1962	407989	631209
1963	408196	631000
1964	408422	630820
1965	408618	630594
1966	408815	630369
1967	409005	630133
1968	409239	629967
1969	409423	629723
1970	409598	629464
1971	409772	629204
1972	409966	628975
1973	410153	628735
1974	410400	628588
1975	410662	628463
1976	410853	628229
1977	411046	627999
1978	411224	627745
1979	411413	627509
1980	411602	627272
1981	411768	627001
1982	411946	626748
1983	412162	626552
1984	412361	626331
1985	412578	626139
1986	412809	625966
1987	413014	625753
1988	413188	625495
1989	413372	625251
1990	413537	624979
1991	413700	624704
1992	413915	624507
1993	414102	624268
1994	414308	624059
1995	414492	623814
1996	414698	623605
1997	414918	623415
1998	415133	623219
1999	415329	622993
2000	415510	622746
2001	415748	622585
2002	415950	622368
2003	416172	622181
2004	416356	621938
2005	416591	621772
2006	416819	621594
2007	417023	621381
2008	417215	621150
2009	417419	620937
2010	417635	620742
2011	417870	620575
2012	418097	620396
2013	418290	620166
2014	418485	619940
2015	418662	619687
2016	418861	619466
2017	419053	619236
2018	419275	619048
2019	419469	618821
2020	419665	618596
2021	419895	618421
2022	420141	618270
2023	420366	618088
2024	420555	617852
2025	420748	617624
2026	421014	617502
2027	421212	617279
2028	421386	617023
2029	421591	616811
2030	421799	616603
2031	421996	616380
2032	422327	616352
2033	422514	616115
2034	422710	615890
2035	422913	615676
2036	423132	615484
2037	423378	615331
2038	423561	615089
2039	423782	614899
2040	423982	614681
2041	424162	614433
2042	424364	614217
2043	424552	613981
2044	424738	613741
2045	424932	613513
2046	425137	613302
2047	425358	613114
2048	425568	612909
2049	425790	612722
2050	425991	612505
2051	426215	612321
2052	426455	612160
2053	426701	612006
2054	426913	611806
2055	427233	611758
2056	427550	611707
2057	427820	611587
2058	428047	611407
2059	428231	611165
2060	428461	610988
2061	428691	610812
2062	428928	610645
2063	429130	610429
2064	429344	610230
2065	429555	610027
2066	429761	609817
2067	429941	609568
2068	430143	609352
2069	430356	609151
2070	430556	608933
2071	430736	608685
2072	430922	608446
2073	431153	608271
2074	431388	608101
2075	431570	607857
2076	431808	607691
2077	432057	607542
2078	432233	607289
2079	432419	607050
2080	432617	606828
2081	432899	606724
2082	433145	606569
2083	433343	606347
2084	433564	606158
2085	433771	605948
2086	434013	605788
2087	434215	605572
2088	434430	605374
2089	434687	605235
2090	434901	605035
2091	435094	604806
2092	435298	604592
2093	435545	604439
2094	435781	604269
2095	435981	604050
2096	436179	603829
2097	436416	603661
2098	436650	603489
2099	436872	603300
2100	437100	603119
2101	437376	603005
2102	437631	602861
2103	437877	602706
2104	438107	602528
2105	438356	602376
2106	438584	602195
2107	438789	601982
2108	438983	601754
2109	439185	601538
2110	439394	601332
2111	439604	601126
2112	439813	600918
2113	440017	600704
2114	440245	600524
2115	440529	600418
2116	440740	600215
2117	440929	599981
2118	441160	599802
2119	441443	599696
2120	441639	599472
2121	441822	599228
2122	442037	599030
2123	442253	598832
2124	442498	598674
2125	442687	598440
2126	442909	598250
2127	443109	598030
2128	443302	597803
2129	443514	597599
2130	443758	597438
2131	443943	597199
2132	444171	597018
2133	444417	596860
2134	444630	596659
2135	444859	596478
2136	445110	596327
2137	445375	596194
2138	445732	596185
2139	446004	596062
2140	446231	595878
2141	446452	595686
2142	446712	595546
2143	446897	595308
2144	447138	595142
2145	447351	594940
2146	447558	594729
2147	447793	594556
2148	448021	594374
2149	448242	594181
2150	448518	594062
2151	448743	593876
2152	448936	593646
2153	449208	593521
2154	449423	593322
2155	449639	593123
2156	449845	592912
2157	450028	592669
2158	450222	592442
2159	450474	592290
2160	450730	592144
2161	450981	591991
2162	451155	591737
2163	451354	591516
2164	451543	591282
2165	451742	591061
2166	451929	590824
2167	452107	590575
2168	452336	590394
2169	452563	590209
2170	452747	589969
2171	452949	589751
2172	453131	589508
2173	453358	589323
2174	453583	589137
2175	453837	588987
2176	454028	588756
2177	454284	588609
2178	454478	588382
2179	454670	588151
2180	454869	587930
2181	455099	587749
2182	455282	587508
2183	455492	587301
2184	455687	587075
2185	455871	586834
2186	456074	586619
2187	456289	586419
2188	456518	586237
2189	456712	586010
2190	456900	585774
2191	457193	585674
2192	457404	585468
2193	457590	585231
2194	457779	584998
2195	458025	584838
2196	458286	584696
2197	458503	584498
2198	458746	584332
2199	458939	584105
2200	459132	583876
2201	459324	583646
2202	459532	583437
2203	459713	583194
2204	459908	582967
2205	460085	582718
2206	460271	582482
2207	460451	582238
2208	460640	582004
2209	460871	581823
2210	461059	581590
2211	461234	581338
2212	461458	581149
2213	461715	581002
2214	461907	580773
2215	462146	580603
2216	462331	580365
2217	462569	580193
2218	462796	580008
2219	462993	579784
2220	463194	579567
2221	463391	579343
2222	463602	579137
2223	463776	578886
2224	463978	578669
2225	464185	578458
2226	464390	578246
2227	464567	577998
2228	464742	577748
2229	464930	577514
2230	465115	577277
2231	465317	577061
2232	465517	576841
2233	465765	576681
2234	465953	576448
2235	466152	576227
2236	466336	575989
2237	466521	575751
2238	466714	575524
2239	466900	575288
2240	467120	575094
2241	467303	574854
2242	467503	574635
2243	467702	574415
2244	467907	574202
2245	468103	573978
2246	468280	573731
2247	468484	573517
2248	468713	573334
2249	468931	573138
2250	469111	572894
2251	469325	572693
2252	469499	572443
2253	469708	572236
2254	469931	572044
2255	470125	571819
2256	470365	571649
2257	470576	571444
2258	470827	571287
2259	471014	571052
2260	471210	570828
2261	471416	570617
2262	471650	570441
2263	471891	570271
2264	472109	570075
2265	472310	569857
2266	472490	569614
2267	472705	569413
2268	472919	569212
2269	473133	569010
2270	473326	568783
2271	473555	568599
2272	473792	568425
2273	473986	568200
2274	474189	567985
2275	474370	567743
2276	474552	567504
2277	474718	567244
2278	474922	567031
2279	475103	566790
2280	475304	566573
2281	475488	566335
2282	475689	566118
2283	475879	565888
2284	476093	565686
2285	476332	565514
2286	476526	565289
2287	476716	565059
2288	476950	564880
2289	477131	564640
2290	477339	564431
2291	477541	564216
2292	477735	563989
2293	477920	563754
2294	478122	563538
2295	478300	563294
2296	478512	563090
2297	478689	562846
2298	478912	562654
2299	479117	562442
2300	479342	562253
2301	479560	562056
2302	479786	561868
2303	479956	561615
2304	480135	561373
2305	480336	561156
2306	480526	560926
2307	480715	560696
2308	480911	560473
2309	481104	560246
2310	481300	560024
2311	481512	559821
2312	481714	559605
2313	481943	559421
2314	482188	559255
2315	482389	559038
2316	482667	558910
2317	482857	558682
2318	483054	558460
2319	483234	558218
2320	483431	557998
2321	483632	557780
2322	483822	557551
2323	484016	557327
2324	484227	557122
2325	484494	556981
2326	484689	556757
2327	484923	556579
2328	485142	556383
2329	485347	556170
2330	485553	555959
2331	485767	555758
2332	486029	555610
2333	486233	555398
2334	486430	555176
2335	486648	554979
2336	486825	554735
2337	487092	554593
2338	487274	554355
2339	487484	554149
2340	487683	553929
2341	487858	553684
2342	488079	553489
2343	488280	553273
2344	488523	553104
2345	488735	552900
2346	488932	552678
2347	489114	552440
2348	489292	552198
2349	489481	551968
2350	489679	551748
2351	489895	551549
2352	490093	551328
2353	490328	551150
2354	490548	550956
2355	490728	550715
2356	490940	550511
2357	491119	550270
2358	491345	550082
2359	491562	549883
2360	491779	549684
2361	491972	549459
2362	492146	549213
2363	492340	548989
2364	492536	548766
2365	492726	548538
2366	492924	548318
2367	493125	548101
2368	493322	547881
2369	493512	547653
2370	493717	547441
2371	493957	547268
2372	494175	547070
2373	494405	546886
2374	494607	546671
2375	494788	546433
2376	494976	546202
2377	495161	545968
2378	495371	545762
2379	495578	545552
2380	495759	545315
2381	495938	545073
2382	496130	544848
2383	496325	544625
2384	496535	544419
2385	496711	544175
2386	496893	543939
2387	497138	543771
2388	497339	543555
2389	497506	543301
2390	497721	543101
2391	497909	542871
2392	498096	542640
2393	498324	542453
2394	498522	542234
2395	498776	542076
2396	499005	541890
2397	499194	541661
2398	499377	541425
2399	499583	541215
2400	499777	540991
2401	499985	540783
2402	500213	540596
2403	500463	540433
2404	500657	540210
2405	500854	539990
2406	501056	539775
2407	501415	539729
2408	501606	539502
2409	501828	539309
2410	502042	539107
2411	502261	538910
2412	502459	538691
2413	502660	538475
2414	502852	538249
2415	503047	538027
2416	503247	537810
2417	503439	537585
2418	503638	537366
2419	503905	537221
2420	504097	536995
2421	504286	536766
2422	504478	536541
2423	504660	536305
2424	504878	536108
2425	505127	535943
2426	505300	535697
2427	505488	535468
2428	505665	535226
2429	505852	534995
2430	506078	534806
2431	506262	534573
2432	506443	534336
2433	506651	534127
2434	506914	533977
2435	507113	533760
2436	507298	533527
2437	507469	533279
2438	507670	533064
2439	507872	532849
2440	508061	532621
2441	508249	532391
2442	508428	532153
2443	508637	531946
2444	508837	531730
2445	509041	531517
2446	509243	531303
2447	509470	531114
2448	509650	530877
2449	509833	530643
2450	510021	530413
2451	510200	530175
2452	510389	529947
2453	510577	529718
2454	510781	529507
2455	511041	529352
2456	511220	529113
2457	511420	528897
2458	511615	528676
2459	511818	528463
2460	511995	528222
2461	512208	528020
2462	512407	527802
2463	512628	527608
2464	512832	527395
2465	513061	527209
2466	513247	526978
2467	513435	526750
2468	513620	526517
2469	513811	526292
2470	514010	526075
2471	514218	525867
2472	514463	525696
2473	514748	525568
2474	514943	525346
2475	515140	525126
2476	515342	524913
2477	515521	524674
2478	515728	524465
2479	515902	524223
2480	516110	524015
2481	516307	523796
2482	516499	523571
2483	516715	523371
2484	516916	523156
2485	517092	522916
2486	517308	522716
2487	517540	522533
2488	517723	522299
2489	517952	522112
2490	518168	521912
2491	518425	521754
2492	518623	521536
2493	518848	521344
2494	519038	521118
2495	519209	520873
2496	519387	520635
2497	519581	520413
2498	519750	520166
2499	519937	519937
2500	520137	519721
2501	520338	519506
2502	520552	519304
2503	520758	519094
2504	520996	518916
2505	521197	518701
2506	521390	518478
2507	521637	518310
2508	521805	518061
2509	521998	517839
2510	522194	517619
2511	522417	517426
2512	522689	517281
2513	522900	517076
2514	523096	516857
2515	523353	516697
2516	523561	516488
2517	523769	516281
2518	523948	516044
2519	524164	515844
2520	524380	515643
2521	524567	515415
2522	524766	515198
2523	524966	514982
2524	525146	514747
2525	525339	514524
2526	525562	514331
2527	525792	514144
2528	525987	513924
2529	526179	513700
2530	526374	513480
2531	526582	513272
2532	526833	513106
2533	527059	512916
2534	527289	512729
2535	527560	512582
2536	527770	512376
2537	527962	512152
2538	528152	511927
2539	528361	511720
2540	528563	511506
2541	528759	511287
2542	528951	511063
2543	529151	510847
2544	529332	510613
2545	529549	510413
2546	529735	510184
2547	529948	509981
2548	530161	509778
2549	530381	509582
2550	530579	509364
2551	530769	509139
2552	530980	508934
2553	531177	508715
2554	531421	508542
2555	531625	508330
2556	531814	508104
2557	532032	507905
2558	532269	507725
2559	532507	507546
2560	532719	507341
2561	532964	507168
2562	533179	506967
2563	533384	506756
2564	533588	506545
2565	533859	506396
2566	534051	506173
2567	534250	505956
2568	534463	505753
2569	534680	505553
2570	534944	505398
2571	535182	505218
2572	535394	505014
2573	535591	504795
2574	535758	504549
2575	535956	504331
2576	536177	504135
2577	536423	503963
2578	536646	503769
2579	536870	503576
2580	537105	503393
2581	537326	503197
2582	537557	503010
2583	537830	502863
2584	538031	502648
2585	538268	502467
2586	538443	502228
2587	538614	501985
2588	538805	501761
2589	539019	501559
2590	539235	501357
2591	539432	501139
2592	539641	500931
2593	539885	500757
2594	540092	500547
2595	540267	500308
2596	540447	500075
2597	540650	499862
2598	540937	499727
2599	541168	499539
2600	541382	499336
2601	541603	499141
2602	541819	498940
2603	542028	498733
2604	542252	498539
2605	542448	498319
2606	542644	498100
2607	542879	497916
2608	543071	497693
2609	543314	497517
2610	543571	497354
2611	543854	497214
2612	544078	497020
2613	544325	496848
2614	544529	496636
2615	544743	496432
2616	545006	496274
2617	545265	496112
2618	545494	495923
2619	545696	495708
2620	545909	495505
2621	546179	495352
2622	546420	495173
2623	546674	495007
2624	546895	494809
2625	547113	494610
2626	547303	494385
2627	547490	494158
2628	547684	493937
2629	547874	493711
2630	548109	493527
2631	548357	493354
2632	548545	493128
2633	548768	492932
2634	548996	492743
2635	549178	492510
2636	549380	492296
2637	549594	492093
2638	549836	491915
2639	550012	491678
2640	550202	491453
2641	550443	491274
2642	550666	491078
2643	550899	490892
2644	551140	490713
2645	551384	490536
2646	551603	490336
2647	551821	490137
2648	552066	489961
2649	552280	489757
2650	552503	489563
2651	552739	489378
2652	553026	489239
2653	553348	489131
2654	553603	488964
2655	553829	488770
2656	554080	488599
2657	554294	488396
2658	554615	488286
2659	554832	488085
2660	555037	487873
2661	555261	487679
2662	555485	487484
2663	555689	487270
2664	555866	487034
2665	556120	486866
2666	556387	486709
2667	556646	486544
2668	556840	486322
2669	557081	486142
2670	557336	485973
2671	557549	485769
2672	557747	485550
2673	557933	485322
2674	558106	485083
2675	558283	484847
2676	558501	484646
2677	558691	484421
2678	558891	484205
2679	559102	483999
2680	559364	483836
2681	559580	483634
2682	559792	483429
2683	559995	483215
2684	560177	482983
2685	560349	482743
2686	560577	482551
2687	560766	482326
2688	560957	482102
2689	561178	481904
2690	561374	481684
2691	561560	481456
2692	561772	481251
2693	561977	481039
2694	562213	480854
2695	562455	480674
2696	562645	480449
2697	562840	480229
2698	563072	480040
2699	563260	479814
2700	563441	479582
2701	563625	479352
2702	563850	479158
2703	564056	478947
2704	564257	478732
2705	564500	478552
2706	564734	478365
2707	564942	478157
2708	565134	477934
2709	565364	477743
2710	565573	477535
2711	565800	477342
2712	566031	477151
2713	566238	476942
2714	566425	476715
2715	566658	476527
2716	566888	476336
2717	567104	476134
2718	567317	475928
2719	567497	475696
2720	567728	475506
2721	567911	475276
2722	568136	475081
2723	568350	474877
2724	568556	474666
2725	568779	474469
2726	568987	474260
2727	569259	474104
2728	569463	473891
2729	569655	473669
2730	569839	473440
2731	570029	473216
2732	570248	473016
2733	570463	472813
2734	570673	472604
2735	570897	472409
2736	571087	472185
2737	571354	472024
2738	571602	471848
2739	571780	471614
2740	571980	471398
2741	572166	471171
2742	572366	470955
2743	572583	470753
2744	572773	470529
2745	572964	470306
2746	573212	470130
2747	573453	469947
2748	573646	469726
2749	573860	469522
2750	574029	469281
2751	574210	469050
2752	574418	468840
2753	574612	468619
2754	574803	468397
2755	574990	468171
2756	575180	467947
2757	575361	467715
2758	575554	467494
2759	575726	467256
2760	575944	467055
2761	576133	466830
2762	576358	466635
2763	576583	466440
2764	576803	466241
2765	576972	466000
2766	577166	465779
2767	577372	465569
2768	577582	465361
2769	577769	465135
2770	578009	464952
2771	578214	464741
2772	578416	464527
2773	578627	464320
2774	578831	464108
2775	579008	463874
2776	579204	463655
2777	579376	463417
2778	579548	463179
2779	579713	462936
2780	579887	462700
2781	580154	462538
2782	580384	462347
2783	580596	462141
2784	580864	461980
2785	581105	461797
2786	581326	461598
2787	581565	461413
2788	581775	461206
2789	581994	461006
2790	582246	460832
2791	582438	460610
2792	582646	460401
2793	582848	460187
2794	583051	459974
2795	583260	459766
2796	583473	459561
2797	583702	459368
2798	583903	459153
2799	584093	458930
2800	584313	458730
2801	584499	458504
2802	584712	458299
2803	584916	458087
2804	585138	457889
2805	585353	457685
2806	585569	457482
2807	585773	457270
2808	585976	457057
2809	586170	456837
2810	586406	456650
2811	586595	456426
2812	586817	456228
2813	586996	455996
2814	587230	455807
2815	587460	455615
2816	587680	455416
2817	587871	455193
2818	588063	454971
2819	588275	454766
2820	588472	454548
2821	588671	454332
2822	588879	454123
2823	589087	453914
2824	589293	453703
2825	589468	453469
2826	589652	453241
2827	589917	453076
2828	590123	452866
2829	590350	452671
2830	590513	452427
2831	590703	452205
2832	590913	451997
2833	591099	451772
2834	591320	451573
2835	591529	451364
2836	591731	451150
2837	591946	450947
2838	592134	450722
2839	592341	450512
2840	592528	450288
2841	592714	450062
2842	592921	449852
2843	593121	449637
2844	593336	449434
2845	593509	449198
2846	593774	449032
2847	593989	448829
2848	594183	448609
2849	594393	448401
2850	594642	448224
2851	594862	448024
2852	595069	447814
2853	595390	447690
2854	595602	447484
2855	595828	447288
2856	596138	447156
2857	596401	446988
2858	596661	446818
2859	596884	446619
2860	597100	446416
2861	597386	446265
2862	597606	446064
2863	597849	445882
2864	598116	445717
2865	598362	445535
2866	598695	445419
2867	598915	445219
2868	599176	445049
2869	599478	444908
2870	599726	444729
2871	599950	444531
2872	600197	444350
2873	600399	444136
2874	600622	443938
2875	600841	443737
2876	601085	443553
2877	601328	443369
2878	601572	443186
2879	601751	442955
2880	601995	442772
2881	602207	442566
2882	602433	442369
2883	602663	442175
2884	602887	441978
2885	603174	441826
2886	603421	441645
2887	603580	441399
2888	603796	441195
2889	604055	441023
2890	604258	440809
2891	604553	440663
2892	604854	440521
2893	605080	440324
2894	605324	440140
2895	605542	439938
2896	605763	439737
2897	605961	439521
2898	606139	439289
2899	606337	439071
2900	606515	438840
2901	606706	438618
2902	606895	438394
2903	607072	438162
2904	607350	438003
2905	607593	437818
2906	607811	437615
2907	608011	437400
2908	608198	437175
2909	608475	437015
2910	608679	436802
2911	608876	436584
2912	609054	436352
2913	609238	436126
2914	609452	435920
2915	609651	435704
2916	609866	435499
2917	610062	435281
2918	610256	435061
2919	610426	434824
2920	610605	434593
2921	610785	434364
2922	610962	434132
2923	611177	433927
2924	611376	433711
2925	611572	433493
2926	611769	433275
2927	611954	433049
2928	612138	432823
2929	612342	432610
2930	612539	432393
2931	612746	432182
2932	612934	431958
2933	613108	431725
2934	613285	431494
2935	613487	431280
2936	613683	431062
2937	613856	430827
2938	614085	430632
2939	614288	430419
2940	614487	430204
2941	614683	429986
2942	614881	429769
2943	615103	429569
2944	615303	429354
2945	615493	429132
2946	615705	428925
2947	615919	428719
2948	616109	428498
2949	616305	428280
2950	616492	428056
2951	616715	427856
2952	616929	427651
2953	617096	427413
2954	617288	427192
2955	617509	426992
2956	617712	426779
2957	617903	426558
2958	618103	426342
2959	618322	426141
2960	618548	425944
2961	618755	425734
2962	618984	425538
2963	619186	425325
2964	619407	425124
2965	619592	424898
2966	619802	424690
2967	620020	424488
2968	620248	424292
2969	620438	424070
2970	620682	423885
2971	620896	423680
2972	621118	423480
2973	621309	423259
2974	621581	423093
2975	621770	422870
2976	621966	422653
2977	622156	422431
2978	622343	422207
2979	622541	421990
2980	622736	421773
2981	622971	421581
2982	623152	421353
2983	623395	421168
2984	623573	420938
2985	623741	420702
2986	623920	420472
2987	624110	420251
2988	624341	420056
2989	624525	419831
2990	624716	419610
2991	624893	419380
2992	625070	419149
2993	625248	418920
2994	625437	418698
2995	625647	418490
2996	625854	418280
2997	626064	418072
2998	626293	417876
2999	626469	417646
3000	626662	417426
3001	626845	417200
3002	627092	417017
3003	627266	416785
3004	627494	416589
3005	627684	416368
3006	627878	416149
3007	628063	415925
3008	628319	415747
3009	628521	415533
3010	628726	415322
3011	628926	415108
3012	629161	414916
3013	629432	414748
3014	629682	414567
3015	629875	414347
3016	630125	414166
3017	630310	413941
3018	630521	413734
3019	630717	413517
3020	630912	413299
3021	631095	413073
3022	631289	412854
3023	631474	412629
3024	631653	412401
3025	631848	412183
3026	632029	411957
3027	632238	411748
3028	632415	411518
3029	632599	411293
3030	632802	411081
3031	633024	410881
3032	633246	410680
3033	633436	410460
3034	633634	410244
3035	633816	410018
3036	634008	409798
3037	634215	409588
3038	634411	409371
3039	634614	409159
3040	634796	408933
3041	634988	408714
3042	635189	408499
3043	635408	408297
3044	635622	408092
3045	635805	407867
3046	636006	407653
3047	636193	407431
3048	636381	407209
3049	636618	407018
3050	636821	406805
3051	637086	406633
3052	637307	406432
3053	637480	406200
3054	637667	405978
3055	637897	405783
3056	638065	405548
3057	638319	405368
3058	638536	405164
3059	638731	404947
3060	638927	404730
3061	639137	404522
3062	639320	404297
3063	639555	404105
3064	639748	403886
3065	639936	403665
3066	640126	403444
3067	640334	403235
3068	640514	403008
3069	640746	402814
3070	640979	402621
3071	641176	402405
3072	641363	402182
3073	641536	401951
3074	641720	401727
3075	641914	401509
3076	642111	401293
3077	642331	401091
3078	642508	400863
3079	642723	400658
3080	642895	400427
3081	643116	400226
3082	643347	400031
3083	643530	399807
3084	643733	399594
3085	643926	399376
3086	644119	399157
3087	644341	398957
3088	644533	398738
3089	644745	398532
3090	644921	398303
3091	645115	398085
3092	645305	397865
3093	645511	397654
3094	645727	397450
3095	645939	397244
3096	646167	397047
3097	646375	396838
3098	646589	396633
3099	646784	396416
3100	647001	396213
3101	647208	396002
3102	647449	395814
3103	647641	395595
3104	647842	395381
3105	648052	395174
3106	648254	394961
3107	648477	394761
3108	648664	394539
3109	648888	394340
3110	649121	394146
3111	649344	393946
3112	649586	393758
3113	649840	393576
3114	650063	393376
3115	650250	393155
3116	650503	392973
3117	650716	392767
3118	650930	392561
3119	651111	392336
3120	651358	392150
3121	651638	391985
3122	651946	391835
3123	652149	391624
3124	652346	391408
3125	652563	391203
3126	652756	390986
3127	652948	390766
3128	653122	390537
3129	653341	390335
3130	653540	390120
3131	653747	389910
3132	653943	389694
3133	654130	389472
3134	654367	389280
3135	654568	389067
3136	654795	388869
3137	654987	388651
3138	655223	388458
3139	655399	388230
3140	655587	388009
3141	655778	387789
3142	655960	387565
3143	656146	387343
3144	656349	387131
3145	656569	386929
3146	656752	386705
3147	656940	386484
3148	657159	386282
3149	657378	386079
3150	657575	385863
3151	657827	385680
3152	658046	385478
3153	658254	385268
3154	658444	385049
3155	658636	384830
3156	658831	384613
3157	659010	384388
3158	659214	384176
3159	659442	383979
3160	659637	383762
