iter	Passed	Remaining
361	81766	1047599
362	82065	1048308
363	82254	1047618
364	82495	1047582
365	82685	1046896
366	82860	1046029
367	83059	1045466
368	83242	1044702
369	83447	1044221
370	83676	1044036
371	83950	1044413
372	84147	1043830
373	84347	1043294
374	84567	1042999
375	84840	1043363
376	85026	1042643
377	85240	1042281
378	85502	1042495
379	85726	1042253
380	85934	1041818
381	86134	1041281
382	86406	1041611
383	86599	1040995
384	86888	1041528
385	87069	1040767
386	87260	1040138
387	87457	1039572
388	87649	1038951
389	87847	1038396
390	88054	1037962
391	88298	1037962
392	88501	1037468
393	88718	1037146
394	88942	1036907
395	89245	1037591
396	89469	1037350
397	89730	1037541
398	89917	1036863
399	90131	1036508
400	90324	1035913
401	90501	1035139
402	90704	1034662
403	90898	1034082
404	91100	1033600
405	91305	1033141
406	91501	1032590
407	91721	1032318
408	91965	1032312
409	92204	1032243
410	92388	1031557
411	92588	1031063
412	92857	1031325
413	93053	1030777
414	93258	1030339
415	93447	1029718
416	93644	1029196
417	93839	1028644
418	94048	1028252
419	94234	1027603
420	94504	1027882
421	94806	1028489
422	95010	1028045
423	95242	1027898
424	95462	1027627
425	95687	1027409
426	95930	1027378
427	96163	1027239
428	96360	1026724
429	96628	1026956
430	96878	1027006
431	97070	1026435
432	97264	1025886
433	97474	1025508
434	97663	1024900
435	97872	1024514
436	98061	1023920
437	98293	1023779
438	98558	1023972
439	98746	1023372
440	99042	1023891
441	99270	1023698
442	99474	1023259
443	99698	1023031
444	99897	1022543
445	100097	1022072
446	100301	1021641
447	100502	1021179
448	100708	1020762
449	100936	1020576
450	101128	1020028
451	101312	1019397
452	101519	1019004
453	101754	1018890
454	101955	1018438
455	102166	1018077
456	102360	1017552
457	102663	1018112
458	102912	1018138
459	103125	1017807
460	103351	1017596
461	103549	1017115
462	103765	1016810
463	104009	1016785
464	104195	1016188
465	104423	1015995
466	104628	1015594
467	104815	1015007
468	104996	1014367
469	105178	1013742
470	105422	1013708
471	105637	1013403
472	105828	1012863
473	106024	1012374
474	106282	1012479
475	106501	1012212
476	106684	1011598
477	106875	1011071
478	107054	1010420
479	107247	1009914
480	107480	1009780
481	107676	1009298
482	107913	1009205
483	108159	1009190
484	108388	1009019
485	108585	1008549
486	108797	1008218
487	109028	1008063
488	109221	1007559
489	109433	1007234
490	109661	1007052
491	109877	1006764
492	110069	1006254
493	110319	1006270
494	110528	1005918
495	110725	1005455
496	110909	1004876
497	111114	1004494
498	111325	1004158
499	111510	1003591
500	111703	1003105
501	111910	1002738
502	112133	1002513
503	112344	1002183
504	112524	1001575
505	112752	1001402
506	112966	1001104
507	113257	1001480
508	113471	1001178
509	113660	1000661
510	113851	1000154
511	114037	999607
512	114242	999228
513	114435	998750
514	114642	998390
515	114841	997960
516	115061	997716
517	115286	997513
518	115520	997397
519	115739	997137
520	115962	996921
521	116166	996536
522	116362	996090
523	116548	995557
524	116757	995218
525	116943	994686
526	117211	994848
527	117399	994340
528	117588	993834
529	117814	993643
530	118009	993191
531	118208	992773
532	118424	992498
533	118636	992188
534	118835	991776
535	119041	991422
536	119240	991009
537	119459	990763
538	119646	990246
539	119842	989810
540	120036	989357
541	120227	988883
542	120417	988399
543	120669	988427
544	120904	988312
545	121097	987850
546	121325	987686
547	121542	987424
548	121743	987031
549	121924	986478
550	122110	985973
551	122318	985640
552	122579	985731
553	122792	985441
554	123023	985293
555	123284	985387
556	123487	985019
557	123694	984676
558	123932	984588
559	124126	984144
560	124323	983732
561	124507	983209
562	124709	982833
563	124909	982445
564	125114	982090
565	125301	981600
566	125487	981107
567	125681	980669
568	125886	980319
569	126098	980031
570	126296	979625
571	126510	979353
572	126707	978945
573	126913	978608
574	127148	978491
575	127343	978065
576	127549	977731
577	127756	977400
578	128008	977417
579	128213	977072
580	128421	976754
581	128633	976468
582	128821	975992
583	129022	975618
584	129237	975355
585	129463	975170
586	129670	974846
587	129848	974304
588	130039	973863
589	130214	973297
590	130397	972798
591	130642	972756
592	130856	972488
593	131061	972148
594	131243	971642
595	131440	971245
596	131625	970765
597	131829	970423
598	132028	970042
599	132220	969619
600	132388	969013
601	132587	968638
602	132793	968313
603	133005	968036
604	133199	967626
605	133415	967374
606	133615	967003
607	133853	966915
608	134071	966677
609	134258	966221
610	134451	965804
611	134646	965403
612	134830	964928
613	135011	964432
614	135228	964188
615	135414	963730
616	135604	963296
617	135798	962892
618	136003	962569
619	136192	962134
620	136389	961754
621	136570	961261
622	136769	960902
623	136981	960625
624	137252	960764
625	137448	960385
626	137632	959914
627	137816	959446
628	138023	959142
629	138196	958598
630	138380	958135
631	138559	957636
632	138751	957231
633	138944	956834
634	139140	956452
635	139400	956518
636	139587	956078
637	139806	955853
638	140055	955839
639	140239	955380
640	140443	955060
641	140623	954572
642	140834	954298
643	141054	954088
644	141274	953879
645	141456	953408
646	141677	953204
647	141914	953107
648	142204	953360
649	142391	952924
650	142570	952441
651	142764	952053
652	143005	951984
653	143276	952106
654	143463	951678
655	143664	951341
656	143874	951060
657	144115	950986
658	144336	950778
659	144524	950360
660	144737	950098
661	145000	950170
662	145193	949779
663	145384	949380
664	145597	949117
665	145777	948651
666	145970	948260
667	146163	947872
668	146353	947470
669	146604	947458
670	146826	947262
671	147029	946940
672	147211	946486
673	147454	946422
674	147704	946403
675	147893	945995
676	148084	945599
677	148257	945088
678	148434	944605
679	148610	944110
680	148785	943621
681	149011	943448
682	149202	943057
683	149451	943029
684	149643	942643
685	149832	942241
686	150022	941843
687	150221	941505
688	150419	941157
689	150602	940719
690	150781	940257
691	151013	940122
692	151204	939738
693	151387	939299
694	151563	938823
695	151739	938345
696	151956	938116
697	152149	937745
698	152417	937838
699	152629	937584
700	152804	937098
701	153003	936764
702	153195	936389
703	153386	936008
704	153602	935774
705	153818	935547
706	154056	935451
707	154282	935285
708	154539	935300
709	154738	934970
710	154907	934458
711	155206	934725
712	155403	934382
713	155598	934028
714	155813	933792
715	156006	933421
716	156182	932955
717	156379	932612
718	156566	932210
719	156775	931941
720	156971	931598
721	157161	931215
722	157350	930825
723	157528	930377
724	157758	930231
725	157946	929837
726	158195	929807
727	158379	929389
728	158572	929031
729	158769	928691
730	158972	928388
731	159158	927989
732	159408	927962
733	159606	927629
734	159809	927330
735	160023	927093
736	160230	926814
737	160425	926469
738	160622	926131
739	160835	925890
740	161066	925751
741	161309	925679
742	161486	925230
743	161680	924880
744	161892	924635
745	162095	924333
746	162287	923973
747	162514	923813
748	162741	923650
749	162932	923283
750	163176	923219
751	163398	923030
752	163570	922556
753	163743	922088
754	163945	921783
755	164147	921481
756	164316	920995
757	164558	920920
758	164774	920695
759	164952	920263
760	165160	919994
761	165340	919571
762	165570	919424
763	165810	919339
764	166004	918994
765	166216	918750
766	166412	918415
767	166612	918105
768	166787	917658
769	166973	917271
770	167156	916865
771	167374	916657
772	167558	916261
773	167749	915903
774	167950	915602
775	168205	915591
776	168476	915668
777	168659	915270
778	168878	915067
779	169081	914771
780	169257	914337
781	169434	913908
782	169628	913569
783	169868	913477
784	170083	913252
785	170401	913575
786	170594	913232
787	170771	912802
788	170961	912442
789	171135	912001
790	171349	911769
791	171523	911327
792	171712	910963
793	171891	910546
794	172078	910178
795	172261	909782
796	172449	909416
797	172627	908999
798	172822	908667
799	173006	908281
800	173203	907965
801	173389	907593
802	173579	907239
803	173778	906933
804	173981	906648
805	174199	906441
806	174393	906112
807	174597	905833
808	174835	905732
809	175020	905355
810	175207	904988
811	175397	904638
812	175575	904223
813	175764	903870
814	175964	903574
815	176151	903210
816	176348	902895
817	176540	902556
818	176715	902131
819	176911	901817
820	177107	901500
821	177305	901195
822	177495	900847
823	177682	900488
824	177887	900219
825	178070	899836
826	178268	899534
827	178461	899206
828	178698	899097
829	178910	898863
830	179090	898468
831	179265	898051
832	179437	897620
833	179622	897250
834	179855	897121
835	180061	896862
836	180280	896666
837	180468	896313
838	180709	896226
839	180914	895956
840	181103	895613
841	181281	895213
842	181480	894918
843	181670	894575
844	181850	894187
845	182037	893832
846	182229	893506
847	182411	893129
848	182576	892667
849	182757	892285
850	182970	892060
851	183163	891738
852	183357	891424
853	183529	890996
854	183746	890794
855	183931	890435
856	184137	890178
857	184329	889854
858	184546	889647
859	184721	889240
860	184902	888863
861	185069	888418
862	185264	888111
863	185450	887758
864	185648	887463
865	185813	887013
866	185983	886587
867	186156	886175
868	186374	885976
869	186571	885676
870	186748	885287
871	186975	885132
872	187151	884733
873	187338	884390
874	187534	884090
875	187705	883672
876	187891	883324
877	188068	882938
878	188285	882735
879	188463	882352
880	188628	881906
881	188805	881520
882	188978	881114
883	189236	881103
884	189430	880799
885	189600	880379
886	189797	880087
887	189983	879745
888	190201	879550
889	190446	879475
890	190625	879101
891	190821	878806
892	190993	878398
893	191168	878007
894	191360	877693
895	191534	877297
896	191735	877023
897	191904	876604
898	192087	876251
899	192268	875889
900	192445	875509
901	192626	875149
902	192831	874894
903	193024	874590
904	193277	874556
905	193448	874147
906	193622	873758
907	193841	873568
908	194117	873635
909	194329	873413
910	194503	873025
911	194746	872943
912	194956	872714
913	195125	872302
914	195316	871988
915	195488	871590
916	195667	871220
917	195839	870826
918	196027	870500
919	196197	870094
920	196411	869885
921	196591	869525
922	196771	869163
923	196962	868851
924	197231	868883
925	197443	868665
926	197631	868340
927	197845	868133
928	198044	867858
929	198234	867541
930	198413	867179
931	198628	866973
932	198800	866582
933	198986	866251
934	199178	865946
935	199360	865597
936	199552	865296
937	199768	865097
938	200010	865008
939	200202	864704
940	200389	864379
941	200565	864008
942	200747	863662
943	200923	863291
944	201136	863075
945	201315	862720
946	201505	862410
947	201687	862066
948	201883	861782
949	202093	861554
950	202269	861186
951	202448	860831
952	202660	860615
953	202846	860288
954	203047	860027
955	203234	859708
956	203416	859366
957	203709	859494
958	203934	859331
959	204108	858957
960	204281	858575
961	204567	858671
962	204753	858348
963	204939	858026
964	205166	857870
965	205337	857486
966	205520	857150
967	205722	856892
968	205920	856621
969	206099	856268
970	206325	856113
971	206514	855801
972	206709	855518
973	206886	855158
974	207059	854785
975	207236	854425
976	207410	854055
977	207598	853741
978	207780	853408
979	207985	853163
980	208189	852919
981	208422	852790
982	208615	852502
983	208827	852287
984	209063	852174
985	209315	852123
986	209491	851761
987	209667	851402
988	209853	851082
989	210072	850901
990	210275	850648
991	210545	850673
992	210736	850374
993	210955	850188
994	211126	849809
995	211314	849502
996	211532	849312
997	211709	848959
998	211885	848603
999	212073	848292
1000	212289	848098
1001	212495	847860
1002	212686	847564
1003	212893	847331
1004	213099	847096
1005	213267	846710
1006	213435	846324
1007	213643	846096
1008	213872	845953
1009	214063	845656
1010	214275	845443
1011	214467	845152
1012	214640	844789
1013	214874	844662
1014	215050	844310
1015	215232	843981
1016	215449	843791
1017	215643	843508
1018	215854	843293
1019	216056	843045
1020	216333	843084
1021	216510	842739
1022	216743	842609
1023	216934	842315
1024	217158	842152
1025	217375	841958
1026	217552	841613
1027	217742	841315
1028	217914	840952
1029	218113	840688
1030	218287	840331
1031	218475	840028
1032	218663	839727
1033	218859	839454
1034	219074	839256
1035	219264	838960
1036	219458	838683
1037	219632	838325
1038	219859	838174
1039	220059	837919
1040	220275	837725
1041	220476	837471
1042	220676	837217
1043	220871	836942
1044	221062	836654
1045	221249	836346
1046	221434	836037
1047	221672	835924
1048	221890	835739
1049	222146	835694
1050	222342	835423
1051	222539	835156
1052	222753	834955
1053	222940	834652
1054	223172	834515
1055	223353	834190
1056	223553	833938
1057	223806	833881
1058	224039	833748
1059	224226	833446
1060	224406	833117
1061	224623	832925
1062	224842	832742
1063	225060	832554
1064	225264	832314
1065	225465	832065
1066	225646	831741
1067	225850	831500
1068	226045	831230
1069	226238	830950
1070	226430	830668
1071	226682	830604
1072	226874	830321
1073	227076	830076
1074	227306	829933
1075	227510	829693
1076	227705	829423
1077	227912	829194
1078	228098	828892
1079	228322	828726
1080	228517	828456
1081	228733	828261
1082	228908	827917
1083	229093	827611
1084	229286	827331
1085	229468	827017
1086	229648	826691
1087	229831	826379
1088	230034	826140
1089	230212	825808
1090	230429	825616
1091	230620	825335
1092	230792	824983
1093	231011	824801
1094	231199	824504
1095	231397	824247
1096	231640	824150
1097	231850	823934
1098	232041	823651
1099	232264	823484
1100	232502	823368
1101	232680	823039
1102	232920	822930
1103	233118	822673
1104	233290	822322
1105	233476	822023
1106	233713	821901
1107	233986	821907
1108	234220	821777
1109	234409	821487
1110	234615	821260
1111	234824	821042
1112	235022	820782
1113	235230	820560
1114	235433	820323
1115	235609	819987
1116	235877	819975
1117	236082	819741
1118	236305	819570
1119	236544	819459
1120	236726	819146
1121	236948	818971
1122	237149	818726
1123	237340	818442
1124	237625	818488
1125	237819	818218
1126	238033	818015
1127	238259	817856
1128	238436	817526
1129	238614	817201
1130	238800	816905
1131	238987	816610
1132	239237	816532
1133	239428	816252
1134	239606	815927
1135	239846	815814
1136	240026	815497
1137	240213	815206
1138	240412	814954
1139	240597	814653
1140	240783	814357
1141	240960	814033
1142	241154	813763
1143	241352	813510
1144	241544	813233
1145	241758	813034
1146	241957	812781
1147	242186	812632
1148	242395	812415
1149	242577	812106
1150	242820	812004
1151	243007	811711
1152	243195	811426
1153	243375	811110
1154	243582	810887
1155	243768	810593
1156	243991	810421
1157	244261	810407
1158	244570	810522
1159	244862	810580
1160	245045	810274
1161	245232	809986
1162	245406	809650
1163	245648	809542
1164	245846	809287
1165	246032	808996
1166	246300	808970
1167	246499	808721
1168	246710	808510
1169	246886	808185
1170	247101	807986
1171	247297	807725
1172	247494	807468
1173	247714	807287
1174	247911	807031
1175	248117	806805
1176	248328	806593
1177	248527	806343
1178	248722	806079
1179	248914	805807
1180	249100	805516
1181	249282	805212
1182	249483	804969
1183	249698	804770
1184	249912	804570
1185	250113	804327
1186	250321	804106
1187	250531	803894
1188	250719	803610
1189	250921	803369
1190	251118	803114
1191	251320	802876
1192	251527	802652
1193	251736	802435
1194	251941	802207
1195	252148	801984
1196	252352	801752
1197	252580	801596
1198	252763	801296
1199	252981	801107
1200	253173	800838
1201	253360	800552
1202	253553	800286
1203	253783	800135
1204	254004	799957
1205	254313	800053
1206	254580	800019
1207	254822	799907
1208	255020	799654
1209	255247	799494
1210	255462	799297
1211	255665	799061
1212	255893	798902
1213	256106	798698
1214	256359	798617
1215	256574	798419
1216	256783	798201
1217	256975	797932
1218	257200	797763
1219	257392	797495
1220	257634	797380
1221	257845	797169
1222	258034	796888
1223	258247	796685
1224	258439	796415
1225	258623	796121
1226	258819	795864
1227	259038	795677
1228	259327	795707
1229	259530	795470
1230	259743	795265
1231	259935	794998
1232	260174	794873
1233	260369	794613
1234	260573	794380
1235	260757	794087
1236	260964	793863
1237	261144	793559
1238	261341	793305
1239	261544	793069
1240	261732	792790
1241	261913	792487
1242	262127	792288
1243	262303	791971
1244	262473	791637
1245	262711	791508
1246	262898	791224
1247	263105	791001
1248	263285	790699
1249	263484	790452
1250	263710	790287
1251	263902	790020
1252	264103	789780
1253	264324	789599
1254	264519	789343
1255	264694	789024
1256	264881	788743
1257	265177	788788
1258	265435	788718
1259	265621	788431
1260	265794	788110
1261	266007	787904
1262	266236	787748
1263	266422	787463
1264	266631	787247
1265	266878	787143
1266	267067	786870
1267	267267	786626
1268	267458	786357
1269	267644	786073
1270	267880	785936
1271	268096	785740
1272	268281	785456
1273	268498	785263
1274	268715	785069
1275	268900	784784
1276	269103	784550
1277	269283	784252
1278	269487	784022
1279	269694	783799
1280	269884	783528
1281	270080	783274
1282	270264	782988
1283	270451	782709
1284	270647	782456
1285	270827	782155
1286	271040	781952
1287	271227	781673
1288	271452	781505
1289	271670	781317
1290	271909	781185
1291	272119	780973
1292	272310	780708
1293	272500	780438
1294	272691	780170
1295	272888	779922
1296	273073	779639
1297	273272	779396
1298	273491	779210
1299	273664	778892
1300	273851	778613
1301	274038	778337
1302	274281	778217
1303	274463	777926
1304	274668	777700
1305	274955	777706
1306	275129	777394
1307	275355	777226
1308	275551	776976
1309	275755	776746
1310	275943	776473
1311	276139	776220
1312	276390	776125
1313	276582	775861
1314	276793	775654
1315	277004	775442
1316	277187	775157
1317	277407	774972
1318	277615	774755
1319	277795	774460
1320	278003	774244
1321	278191	773969
1322	278419	773807
1323	278608	773537
1324	278784	773231
1325	278993	773017
1326	279180	772741
1327	279370	772475
1328	279554	772194
1329	279730	771886
1330	279955	771717
1331	280147	771457
1332	280391	771338
1333	280624	771192
1334	280810	770914
1335	280988	770614
1336	281165	770314
1337	281346	770023
1338	281539	769764
1339	281723	769484
1340	281898	769176
1341	282105	768958
1342	282288	768674
1343	282506	768485
1344	282719	768281
1345	282952	768134
1346	283124	767819
1347	283313	767552
1348	283487	767243
1349	283676	766976
1350	283852	766674
1351	284043	766412
1352	284301	766331
1353	284544	766211
1354	284822	766182
1355	285058	766042
1356	285291	765894
1357	285535	765774
1358	285774	765640
1359	286021	765528
1360	286215	765274
1361	286499	765260
1362	286698	765019
1363	286919	764838
1364	287127	764620
1365	287305	764325
1366	287506	764089
1367	287702	763842
1368	287886	763560
1369	288065	763268
1370	288255	763004
1371	288452	762759
1372	288653	762523
1373	288836	762243
1374	289021	761965
1375	289308	761958
1376	289517	761743
1377	289730	761541
1378	289957	761374
1379	290203	761257
1380	290386	760977
1381	290581	760725
1382	290762	760439
1383	290977	760242
1384	291179	760010
1385	291369	759746
1386	291602	759595
1387	291788	759322
1388	291989	759087
1389	292261	759039
1390	292444	758758
1391	292634	758495
1392	292816	758212
1393	293076	758130
1394	293262	757858
1395	293438	757558
1396	293665	757391
1397	293874	757179
1398	294068	756926
1399	294328	756844
1400	294523	756594
1401	294782	756511
1402	294989	756292
1403	295171	756009
1404	295362	755749
1405	295550	755483
1406	295744	755230
1407	295995	755124
1408	296228	754971
1409	296461	754820
1410	296647	754548
1411	296830	754268
1412	297018	754003
1413	297222	753776
1414	297400	753483
1415	297582	753203
1416	297783	752970
1417	298016	752818
1418	298204	752552
1419	298401	752308
1420	298610	752094
1421	298805	751845
1422	299005	751612
1423	299199	751360
1424	299428	751196
1425	299606	750906
1426	299810	750681
1427	300052	750552
1428	300231	750264
1429	300483	750158
1430	300692	749944
1431	300908	749750
1432	301129	749567
1433	301362	749412
1434	301598	749267
1435	301815	749073
1436	302009	748824
1437	302208	748585
1438	302379	748279
1439	302578	748040
1440	302813	747892
1441	303011	747653
1442	303250	747512
1443	303473	747335
1444	303668	747087
1445	303892	746912
1446	304102	746700
1447	304371	746634
1448	304608	746490
1449	304855	746370
1450	305106	746260
1451	305343	746113
1452	305550	745896
1453	305811	745808
1454	306017	745589
1455	306225	745372
1456	306458	745218
1457	306742	745186
1458	306963	745001
1459	307187	744824
1460	307418	744663
1461	307661	744533
1462	307860	744295
1463	308034	743996
1464	308246	743789
1465	308452	743569
1466	308647	743320
1467	308839	743065
1468	309027	742801
1469	309217	742541
1470	309418	742310
1471	309642	742132
1472	309856	741930
1473	310059	741703
1474	310265	741481
1475	310481	741285
1476	310678	741043
1477	310858	740759
1478	311086	740592
1479	311261	740297
1480	311466	740075
1481	311649	739798
1482	311857	739583
1483	312031	739288
1484	312242	739079
1485	312437	738833
1486	312671	738679
1487	312846	738384
1488	313083	738237
1489	313256	737938
1490	313460	737715
1491	313650	737457
1492	313837	737191
1493	314019	736916
1494	314223	736692
1495	314414	736435
1496	314623	736223
1497	314823	735988
1498	315011	735726
1499	315207	735484
1500	315399	735232
1501	315693	735217
1502	315918	735041
1503	316136	734849
1504	316318	734574
1505	316510	734320
1506	316704	734073
1507	316878	733780
1508	317052	733486
1509	317243	733232
1510	317454	733024
1511	317697	732890
1512	317884	732625
1513	318155	732555
1514	318366	732349
1515	318597	732185
1516	318833	732035
1517	319106	731969
1518	319344	731823
1519	319553	731609
1520	319777	731429
1521	320021	731297
1522	320237	731100
1523	320435	730862
1524	320623	730600
1525	320792	730296
1526	320974	730021
1527	321195	729837
1528	321385	729581
1529	321578	729331
1530	321791	729128
1531	322007	728930
1532	322207	728697
1533	322390	728426
1534	322608	728233
1535	322839	728070
1536	323044	727849
1537	323232	727588
1538	323444	727381
1539	323620	727094
1540	323814	726848
1541	324020	726629
1542	324186	726320
1543	324420	726164
1544	324610	725908
1545	324794	725641
1546	324968	725349
1547	325191	725169
1548	325393	724940
1549	325617	724761
1550	325857	724618
1551	326065	724402
1552	326261	724162
1553	326466	723940
1554	326672	723721
1555	326848	723435
1556	327025	723152
1557	327200	722866
1558	327368	722563
1559	327543	722275
1560	327769	722099
1561	327966	721861
1562	328208	721723
1563	328421	721518
1564	328681	721418
1565	328912	721254
1566	329106	721010
1567	329302	720770
1568	329486	720503
1569	329695	720289
1570	329912	720095
1571	330109	719858
1572	330313	719633
1573	330521	719419
1574	330715	719174
1575	330960	719041
1576	331139	718762
1577	331324	718500
1578	331568	718363
1579	331748	718089
1580	331917	717789
1581	332077	717472
1582	332257	717197
1583	332511	717082
1584	332675	716773
1585	332842	716472
1586	333014	716179
1587	333222	715965
1588	333396	715679
1589	333569	715392
1590	333795	715216
1591	334048	715098
1592	334226	714819
1593	334420	714577
1594	334588	714277
1595	334769	714007
1596	334945	713724
1597	335123	713447
1598	335302	713172
1599	335488	712912
1600	335714	712737
1601	335950	712583
1602	336134	712319
1603	336325	712071
1604	336549	711891
1605	336731	711622
1606	336924	711378
