iter	MAE
965	0.2192813692
966	0.2192740625
967	0.2192627951
968	0.2192392846
969	0.2192273928
970	0.2192006653
971	0.2191920489
972	0.2191799804
973	0.2191701312
974	0.2191608172
975	0.2191496867
976	0.2191410651
977	0.2191268867
978	0.2191117126
979	0.2190974827
980	0.2190802466
981	0.2190669299
982	0.2190533302
983	0.2190401738
984	0.2190168033
985	0.2189958418
986	0.2189850272
987	0.218976196
988	0.2189661846
989	0.2189450821
990	0.2189295497
991	0.2189048815
992	0.2188896717
993	0.2188739568
994	0.2188662351
995	0.2188525384
996	0.218841157
997	0.2188299043
998	0.2188200216
999	0.2188102855
1000	0.2187899122
1001	0.2187725731
1002	0.2187546097
1003	0.2187438272
1004	0.2187268105
1005	0.2187184274
1006	0.2187092711
1007	0.2186984105
1008	0.218683151
1009	0.2186728364
1010	0.2186468351
1011	0.2186293119
1012	0.2186197602
1013	0.2186033506
1014	0.2185931172
1015	0.2185835695
1016	0.2185691276
1017	0.218556557
1018	0.2185366709
1019	0.2185209307
1020	0.2184887136
1021	0.2184810047
1022	0.2184564222
1023	0.2184409206
1024	0.218431114
1025	0.2184173087
1026	0.2184075805
1027	0.2183819395
1028	0.2183713945
1029	0.2183540396
1030	0.2183424711
1031	0.2183275092
1032	0.2183153326
1033	0.2183003763
1034	0.2182824216
1035	0.2182726738
1036	0.2182581197
1037	0.2182471975
1038	0.2182268186
1039	0.2182079757
1040	0.2181914762
1041	0.2181732166
1042	0.2181656694
1043	0.2181504564
1044	0.2181352321
1045	0.2181245615
1046	0.218108223
1047	0.2180949894
1048	0.2180775479
1049	0.2180547898
1050	0.2180420198
1051	0.2180244194
1052	0.2180105219
1053	0.2179985593
1054	0.2179841271
1055	0.2179741158
1056	0.2179611515
1057	0.2179511499
1058	0.2179229745
1059	0.2179142252
1060	0.2178972861
1061	0.2178821448
1062	0.2178696119
1063	0.2178534964
1064	0.2178377107
1065	0.2178213214
1066	0.2178107993
1067	0.2177897785
1068	0.2177697053
1069	0.2177553155
1070	0.2177447555
1071	0.2177337215
1072	0.2177223476
1073	0.2177110662
1074	0.2176924422
1075	0.2176774381
1076	0.2176606261
1077	0.2176444386
1078	0.2176289825
1079	0.2176152719
1080	0.2175991247
1081	0.2175799439
1082	0.2175731265
1083	0.217558098
1084	0.2175408238
1085	0.2175306465
1086	0.2175188462
1087	0.217501872
1088	0.2174778263
1089	0.2174666934
1090	0.2174413424
1091	0.2174249799
1092	0.2174131066
1093	0.2173961424
1094	0.2173821621
1095	0.2173657267
1096	0.2173503725
1097	0.2173328791
1098	0.2173232732
1099	0.2173016107
1100	0.2172689645
1101	0.2172598384
1102	0.2172450669
1103	0.217236616
1104	0.2172246039
1105	0.2172107277
1106	0.217196729
1107	0.2171797989
1108	0.2171622551
1109	0.2171468871
1110	0.2171341672
1111	0.217121442
1112	0.2171041743
1113	0.2170879011
1114	0.2170756434
1115	0.2170681494
1116	0.217034558
1117	0.2170266314
1118	0.2170053142
1119	0.2169868951
1120	0.2169762375
1121	0.2169599818
1122	0.216941188
1123	0.2169299796
1124	0.2169056524
1125	0.2168899059
1126	0.2168735492
1127	0.2168508065
1128	0.2168373249
1129	0.2168252767
1130	0.2168113647
1131	0.2167982603
1132	0.2167790057
1133	0.2167616467
1134	0.2167500295
1135	0.2167368133
1136	0.2167272127
1137	0.2167088707
1138	0.2166980965
1139	0.2166879144
1140	0.2166725038
1141	0.2166597369
1142	0.2166429156
1143	0.2166296169
1144	0.21661748
1145	0.2166009818
1146	0.2165867691
1147	0.216568254
1148	0.2165526221
1149	0.2165398768
1150	0.2165185693
1151	0.2165071699
1152	0.2164978818
1153	0.2164876658
1154	0.2164726354
1155	0.2164607688
1156	0.2164417063
1157	0.216426192
1158	0.2164057343
1159	0.2163811237
1160	0.2163690868
1161	0.2163487399
1162	0.2163368541
1163	0.2163106527
1164	0.2162938207
1165	0.2162814049
1166	0.2162664636
1167	0.2162514987
1168	0.2162296208
1169	0.2162200796
1170	0.2162064719
1171	0.2161905768
1172	0.2161762611
1173	0.2161592912
1174	0.2161454837
1175	0.2161312837
1176	0.2161196472
1177	0.2161067611
1178	0.2160966064
1179	0.2160847789
1180	0.2160678195
1181	0.2160599022
1182	0.2160464531
1183	0.2160315206
1184	0.2160114689
1185	0.2159981168
1186	0.2159857648
1187	0.2159738365
1188	0.2159576808
1189	0.2159360998
1190	0.2159219812
1191	0.2159083047
1192	0.2158891794
1193	0.2158782274
1194	0.2158614628
1195	0.2158485846
1196	0.2158383395
1197	0.2158244857
1198	0.2158121086
1199	0.2157941545
1200	0.2157854449
1201	0.2157729667
1202	0.2157633915
1203	0.2157526017
1204	0.2157352941
1205	0.2157213615
1206	0.2157070592
1207	0.2156955977
1208	0.215684226
1209	0.2156600874
1210	0.2156385834
1211	0.2156282353
1212	0.2156034052
1213	0.2155869131
1214	0.215572335
1215	0.2155552347
1216	0.2155446002
1217	0.2155329778
1218	0.215521664
1219	0.2155080083
1220	0.2154966254
1221	0.2154821133
1222	0.2154700807
1223	0.2154557173
1224	0.215442809
1225	0.2154296695
1226	0.2154192076
1227	0.2154056583
1228	0.2153869344
1229	0.215372236
1230	0.2153563621
1231	0.2153470927
1232	0.2153283521
1233	0.2153209516
1234	0.2153059726
1235	0.2152970181
1236	0.2152814726
1237	0.2152739777
1238	0.2152587385
1239	0.215246119
1240	0.2152336503
1241	0.2152217369
1242	0.2152123143
1243	0.2152008885
1244	0.2151849823
1245	0.2151708222
1246	0.2151562164
1247	0.2151429351
1248	0.2151345121
1249	0.2151150824
1250	0.2150942586
1251	0.2150804573
1252	0.2150687369
1253	0.2150506366
1254	0.2150417569
1255	0.2150312121
1256	0.2150220375
1257	0.214995513
1258	0.214978829
1259	0.2149640531
1260	0.2149527802
1261	0.2149361522
1262	0.2149292333
1263	0.2149178878
1264	0.2148988245
1265	0.2148773121
1266	0.2148675364
1267	0.2148503662
1268	0.2148353371
1269	0.2148238898
1270	0.2148065874
1271	0.2147914634
1272	0.2147826579
1273	0.2147694272
1274	0.2147576122
1275	0.2147449884
1276	0.214730084
1277	0.214719627
1278	0.2147060372
1279	0.214685959
1280	0.2146733762
1281	0.2146566209
1282	0.2146487276
1283	0.2146361156
1284	0.2146169731
1285	0.214604894
1286	0.2145926577
1287	0.2145820543
1288	0.2145685856
1289	0.2145518755
1290	0.2145352864
1291	0.2145200181
1292	0.2145104513
1293	0.2144961804
1294	0.2144868146
1295	0.2144727725
1296	0.2144629346
1297	0.2144557289
1298	0.2144434291
1299	0.2144357231
1300	0.2144242439
1301	0.2144149078
1302	0.21439697
1303	0.2143881749
1304	0.2143737466
1305	0.2143535739
1306	0.2143469497
1307	0.2143349416
1308	0.2143254844
1309	0.2143151243
1310	0.214305885
1311	0.2142929128
1312	0.2142644915
1313	0.214250326
1314	0.214235332
1315	0.2142208992
1316	0.2142050225
1317	0.2141924179
1318	0.2141779161
1319	0.2141725005
1320	0.2141542175
1321	0.2141448163
1322	0.2141315747
1323	0.2141189916
1324	0.2141097727
1325	0.2140816913
1326	0.2140663331
1327	0.2140526971
1328	0.2140374831
1329	0.2140282328
1330	0.2140117739
1331	0.2140035783
1332	0.2139810524
1333	0.2139706525
1334	0.2139569954
1335	0.2139467473
1336	0.2139386121
1337	0.2139275343
1338	0.2139172028
1339	0.2139071489
1340	0.2138990058
1341	0.2138868694
1342	0.2138766635
1343	0.2138619305
1344	0.2138512582
1345	0.2138350539
1346	0.2138276164
1347	0.2138191353
1348	0.2138101157
1349	0.2138012593
1350	0.213790329
1351	0.2137751847
1352	0.2137607902
1353	0.2137505553
1354	0.2137218736
1355	0.2137051598
1356	0.2136939648
1357	0.2136794702
1358	0.2136597021
1359	0.213644715
1360	0.2136334437
1361	0.2136172352
1362	0.2136107184
1363	0.2135936662
1364	0.2135831662
1365	0.2135729218
1366	0.213563729
1367	0.2135488242
1368	0.2135378669
1369	0.2135283569
1370	0.2135135114
1371	0.213503951
1372	0.2134922233
1373	0.2134827156
1374	0.2134735386
1375	0.2134526965
1376	0.2134367542
1377	0.2134253269
1378	0.2134098497
1379	0.2133880498
1380	0.2133785738
1381	0.2133649496
1382	0.2133537554
1383	0.2133416412
1384	0.213333707
1385	0.2133220992
1386	0.2133109025
1387	0.2133039735
1388	0.213288205
1389	0.2132760109
1390	0.213264574
1391	0.213251375
1392	0.2132422719
1393	0.2132303503
1394	0.2132210556
1395	0.2132118591
1396	0.2131999539
1397	0.2131877124
1398	0.2131765939
1399	0.213159178
1400	0.2131474592
1401	0.2131228741
1402	0.2131114129
1403	0.2130989044
1404	0.2130869553
1405	0.213075618
1406	0.2130697091
1407	0.2130548537
1408	0.2130411194
1409	0.2130274756
1410	0.2130163086
1411	0.2130033457
1412	0.2129923615
1413	0.2129774495
1414	0.2129706352
1415	0.2129578887
1416	0.2129504512
1417	0.2129318849
1418	0.2129253438
1419	0.212915037
1420	0.2129047726
1421	0.2128923792
1422	0.2128822515
1423	0.2128750814
1424	0.2128628877
1425	0.2128536677
1426	0.2128410238
1427	0.2128203326
1428	0.2128115562
1429	0.2127993579
1430	0.2127856106
1431	0.2127694301
1432	0.2127641291
1433	0.2127520191
1434	0.2127351163
1435	0.2127260848
1436	0.2127103336
1437	0.2126997006
1438	0.21268974
1439	0.2126769902
1440	0.212666212
1441	0.2126580041
1442	0.2126403439
1443	0.2126249185
1444	0.2126140053
1445	0.2126007133
1446	0.2125845546
1447	0.2125689725
1448	0.2125510993
1449	0.2125377229
1450	0.2125216589
1451	0.2125115885
1452	0.212499077
1453	0.2124821324
1454	0.2124741912
1455	0.2124632872
1456	0.2124504192
1457	0.2124391749
1458	0.2124306136
1459	0.2124197579
1460	0.2124059442
1461	0.2123911139
1462	0.212380227
1463	0.2123754041
1464	0.2123603623
1465	0.2123500028
1466	0.2123375752
1467	0.2123307099
1468	0.2123178722
1469	0.2123060091
1470	0.2122941521
1471	0.2122823206
1472	0.2122669526
1473	0.2122551891
1474	0.2122405438
1475	0.2122289215
1476	0.2122120019
1477	0.2122047316
1478	0.2121919943
1479	0.2121839286
1480	0.2121694711
1481	0.2121610004
1482	0.2121442565
1483	0.2121369795
1484	0.2121204459
1485	0.2121103936
1486	0.2120929435
1487	0.2120855703
1488	0.2120735915
1489	0.2120676243
1490	0.2120561644
1491	0.2120429084
1492	0.2120290402
1493	0.2120211099
1494	0.2120110781
1495	0.2120008158
1496	0.2119898718
1497	0.2119780775
1498	0.2119705533
1499	0.2119576463
1500	0.211950149
1501	0.2119393034
1502	0.2119251361
1503	0.2119112735
1504	0.2119012816
1505	0.2118918063
1506	0.2118847671
1507	0.2118769742
1508	0.2118700127
1509	0.2118604936
1510	0.2118492339
1511	0.2118429646
1512	0.2118343724
